Open,High,Low,Close,Adj Close,Volume,Date
1172.0,1190.0,1170.510009765625,1189.010009765625,1189.010009765625,2694500,2018-01-02
1188.300048828125,1205.489990234375,1188.300048828125,1204.199951171875,1204.199951171875,3108800,2018-01-03
1205.0,1215.8699951171875,1204.6600341796875,1209.5899658203125,1209.5899658203125,3022100,2018-01-04
1217.510009765625,1229.1400146484375,1210.0,1229.1400146484375,1229.1400146484375,3544700,2018-01-05
1236.0,1253.0799560546875,1232.030029296875,1246.8699951171875,1246.8699951171875,4279500,2018-01-08
1256.9000244140625,1259.3299560546875,1241.760009765625,1252.699951171875,1252.699951171875,3661300,2018-01-09
1245.1500244140625,1254.3299560546875,1237.22998046875,1254.3299560546875,1254.3299560546875,2686000,2018-01-10
1259.739990234375,1276.77001953125,1256.4599609375,1276.6800537109375,1276.6800537109375,3125000,2018-01-11
1273.3900146484375,1305.760009765625,1273.3900146484375,1305.199951171875,1305.199951171875,5443700,2018-01-12
1323.0,1339.93994140625,1292.300048828125,1304.8599853515625,1304.8599853515625,7220700,2018-01-16
1312.239990234375,1314.0,1280.8800048828125,1295.0,1295.0,5253800,2018-01-17
1293.949951171875,1304.5999755859375,1284.02001953125,1293.3199462890625,1293.3199462890625,4026900,2018-01-18
1312.0,1313.0,1292.989990234375,1294.5799560546875,1294.5799560546875,4578500,2018-01-19
1297.1700439453125,1327.449951171875,1296.6600341796875,1327.31005859375,1327.31005859375,4140100,2018-01-22
1338.0899658203125,1364.9000244140625,1337.3399658203125,1362.5400390625,1362.5400390625,5169300,2018-01-23
1374.8199462890625,1388.1600341796875,1338.0,1357.510009765625,1357.510009765625,6807500,2018-01-24
1368.0,1378.3399658203125,1357.6199951171875,1377.949951171875,1377.949951171875,4753000,2018-01-25
1392.010009765625,1402.530029296875,1380.9100341796875,1402.050048828125,1402.050048828125,4857300,2018-01-26
1409.1800537109375,1431.3900146484375,1400.43994140625,1417.6800537109375,1417.6800537109375,5701900,2018-01-29
1403.1700439453125,1439.25,1392.0,1437.8199462890625,1437.8199462890625,5871900,2018-01-30
1451.300048828125,1472.5799560546875,1450.0400390625,1450.8900146484375,1450.8900146484375,6424700,2018-01-31
1445.0,1459.8800048828125,1385.1400146484375,1390.0,1390.0,9113800,2018-02-01
